Lj_nH,Ej/Ec,f_Q_GHz,EJ_GHz,EC_MHz,alpha_MHz,gbus1_in_MHz,chi_bus1_MHz,T1_us,T_phi_total_us,Charge_dispersion,Gate_Time_ns,Gate_Error_%,L1_Rate_%,L2_Rate_%,Num_Gates
1.0,265.4455125143254,27.74196,163.3956,615.552316,-648.952131,-163.765347,-0.110204,1550.467055,26.885604761094974,-1.0988423435815536e-15,6.163782826071034,0.5369136455433687,0.0006856443071125122,0.0021449909135841205,4361.867625734083
2.0,132.7227562571627,19.425661,81.6978,615.552316,-665.184934,-137.709693,-0.19914,946.68736,38.02198673312606,-3.360351521648139e-10,6.013365299701752,0.5344544563433362,0.00048176117502285893,0.002202581735963816,6322.913183905834
3.0,88.48183750477514,15.739066,54.4652,615.552316,-678.879677,-124.434755,-0.313229,661.941632,46.567178934646556,-8.000487159714871e-08,5.892060309827185,0.5333852452634957,0.00039109141752656246,0.0025203932748027983,7903.377848488516
4.0,66.36137812858135,13.539948,40.8489,615.552316,-691.423616,-115.799588,-0.470364,485.132281,53.76941806644295,-1.9722913509504666e-06,5.7851654288880985,0.5327692930676253,0.0003368204247576751,0.0030039251654904535,9294.361367428928
5.0,53.08910250286508,12.038133,32.67912,615.552316,-703.369167,-109.516488,-0.696481,361.783304,60.09875219537104,-1.699258892245688e-05,5.686914052631483,0.5323760683630496,0.0002996785690578617,0.0036725701506379015,10567.902317349386
6.0,44.24091875238757,10.928708,27.2326,615.552316,-715.021859,-104.636739,-1.035756,270.349406,65.74516877666365,-8.148999069305581e-05,5.594234567309921,0.5321224315044337,0.00027238442428010207,0.004591816839342387,11752.308199739698
7.0,37.92078819828532,10.065781,23.342229,615.552316,-726.590978,-100.680995,-1.570497,200.269368,70.70391731663284,-0.0002713297805731807,5.505160566417053,0.5319800648332151,0.000251731781487292,0.005881220849211644,12843.207107880846
8.0,33.180689064290675,9.369616,20.42445,615.552316,-738.243214,-97.375458,-2.469494,145.631483,74.78053205640371,-0.0007072158493349485,5.4182685653511475,0.5319493635586703,0.00023633293673986147,0.007752921632349667,13801.555082487375
9.0,29.49394637644414,8.792467,18.155067,615.552316,-750.122289,-94.549967,-4.126241,102.811496,77.60903789145534,-0.0015498146515075305,5.33246386443531,0.5320582680030328,0.00022574920374911545,0.010602319024225582,14554.067287556552
10.0,26.54455125143254,8.303767,16.33956,615.552316,-762.351607,-92.092022,-7.653826,69.434907,78.7354000411322,-0.0029882742691563547,5.246922762766604,0.5323743298953576,0.00022007275240541938,0.015231062546699661,15006.014687286246
