Lj_nH,Ej/Ec,f_Q_GHz,EJ_GHz,EC_MHz,alpha_MHz,gbus1_in_MHz,chi_bus1_MHz,T1_us,T_phi_total_us,Charge_dispersion,Gate_Time_ns,Gate_Error_%,L1_Rate_%,L2_Rate_%,Num_Gates
32.69230254675009,15.947528570273958,3.189568,4.997984,313.40179,-434.973662,-96.000619,-0.71229,699.887032,88.16455585480256,-0.021329121842473972,9.195959087748168,0.5326736570978041,0.0003274054921673276,0.003222860179636512,9587.314929691753
32.43232399767057,16.075364470636877,3.203943,5.038048,313.40179,-433.999838,-96.192429,-0.718478,687.002981,89.85350815475311,-0.020591383403162508,9.216593302046347,0.5326175328858596,0.00032244461487086095,0.003267068893588058,9749.101995723633
32.17644767421754,16.203200370999795,3.218258,5.078112,313.40179,-433.039403,-96.383099,-0.724727,674.417683,91.53658020671087,-0.0198811548770096,9.237034718524217,0.5325637150371931,0.00031767949936609147,0.003312493702461859,9909.736511343921
31.924577242325434,16.331036271362713,3.232515,5.118176,313.40179,-432.092371,-96.572644,-0.731037,662.122132,93.21241292934857,-0.019197330665988558,9.257279851395477,0.5325123249033115,0.0003131026875449144,0.003359128527073082,10069.093127318321
31.67661936083164,16.45887217172563,3.246713,5.15824,313.40179,-431.158734,-96.761079,-0.737408,650.107666,94.87966328603949,-0.018538853015779663,9.277325691377506,0.5324632092047366,0.0003087070345582142,0.003406968096006552,10227.048876188766
31.43248356614315,16.58670807208855,3.260854,5.198304,313.40179,-430.238464,-96.94842,-0.743844,638.365945,96.53700810060437,-0.01790470978994711,9.29716967379281,0.5324162635232388,0.00030448569342317967,0.0034560079437586304,10383.483521089895
31.192082162195593,16.714543972451466,3.274939,5.238368,313.40179,-429.331516,-97.134681,-0.750343,626.88894,98.18314775858987,-0.017293932355192342,9.316809623638251,0.5323713204183789,0.00030043209983872415,0.003506244360980229,10538.279918211847
30.95533011542371,16.842379872814384,3.288968,5.278432,313.40179,-428.437826,-97.319876,-0.756908,615.668917,99.81680977266245,-0.016705593571755894,9.336243807753801,0.5323285883229723,0.0002965399609783433,0.00355767440930227,10691.324244313762
30.722144954478896,16.9702157731773,3.302941,5.318496,313.40179,-427.557316,-97.504021,-0.76354,604.698428,101.43675219206476,-0.016138805883376118,9.355470834698568,0.5322878486222482,0.0002928032404885959,0.003610295852500092,10842.506377749081
30.49244667444541,17.098051673540215,3.31686,5.35856,313.40179,-426.689896,-97.687128,-0.770239,593.97029,103.04176683763352,-0.015592719501530116,9.37448961763088,0.5322488768860545,0.000289216146151137,0.0036641071719564766,10991.720193901523
30.266157645321517,17.225887573903133,3.330725,5.398624,313.40179,-425.835461,-97.869211,-0.777007,583.477585,104.63068234558888,-0.015066520678980526,9.39329944623846,0.53221186930964,0.00028577312118557765,0.003719107525157837,11138.863712844603
30.043202524545663,17.353723474266054,3.344537,5.438688,313.40179,-424.993898,-98.050283,-0.783844,573.213637,106.20236700516104,-0.01455943006793091,9.411899838618389,0.5321765644817122,0.0002824688300066949,0.003775296739060426,11283.839482587493
29.82350817336069,17.481559374628972,3.358296,5.478752,313.40179,-424.165081,-98.230358,-0.790753,563.172011,107.75573137708132,-0.014070701158356623,9.430290656104244,0.5321431338453642,0.00027929815183224907,0.0038326752953749235,11426.554631943485
29.607003576820862,17.609395274991886,3.372003,5.518816,313.40179,-423.348877,-98.409448,-0.797733,553.346495,109.28973068201435,-0.013599618792324996,9.448471975041993,0.5321110213476588,0.00027625616808580017,0.003891244315926939,11566.921187965805
29.39361976725819,17.737231175354808,3.385658,5.55888,313.40179,-422.545146,-98.587565,-0.804786,543.731098,110.80336695011044,-0.013145497750351651,9.466444089739941,0.5320808423487811,0.00027333815399591094,0.00395100551213742,11704.856216306496
29.183289751034515,17.865067075717725,3.399263,5.598944,313.40179,-421.753739,-98.764722,-0.811912,534.320034,112.2956909249837,-0.01270768140605951,9.484207560279625,0.5320520091278147,0.00027053957167634036,0.004011961238520109,11840.281880300063
28.975948438416157,17.99290297608064,3.412817,5.639008,313.40179,-420.974502,-98.940931,-0.819114,525.107718,113.76580371755315,-0.012285540445612314,9.501763125786654,0.532024775253348,0.00026785606015858175,0.004074114423474131,11973.12564115667
28.771532576416746,18.120738876443557,3.426321,5.679072,313.40179,-420.207277,-99.116204,-0.826391,516.088754,115.2128582072809,-0.011878471648589394,9.519111683541835,0.5319991568580207,0.0002652834275660633,0.0041374685787253195,12103.320355667152
28.569980684462866,18.248574776806475,3.439776,5.719136,313.40179,-419.451899,-99.290551,-0.833746,507.257932,116.63606019038767,-0.011485896727151335,9.536254358452672,0.531974506025612,0.0002628176458973257,0.004202027791549055,12230.804234684103
28.37123299274486,18.376410677169392,3.453183,5.7592,313.40179,-418.708203,-99.463985,-0.841178,498.610215,118.03466927659962,-0.011107261220517467,9.553192345744417,0.5319514486317733,0.00026045484052707044,0.00426779669080829,12355.521066126084
28.175231383123137,18.50424657753231,3.466541,5.799264,313.40179,-417.976016,-99.636517,-0.848689,490.140736,119.40799953785111,-0.010742033441939181,9.56992709361582,0.5319295312161021,0.00025819128840256437,0.004334780494017551,12477.419981340212
27.98191933246706,18.632082477895228,3.479852,5.839328,313.40179,-417.255167,-99.808156,-0.856281,481.844791,120.75541991412504,-0.010389703475505649,9.586460076119321,0.5319091198496717,0.0002560234065116975,0.004402984904289044,12596.455725605842
