Lj_nH,Ej/Ec,f_Q_GHz,EJ_GHz,EC_MHz,alpha_MHz,gbus1_in_MHz,chi_bus1_MHz,T1_us,T_phi_total_us,Charge_dispersion,Gate_Time_ns,Gate_Error_%,L1_Rate_%,L2_Rate_%,Num_Gates
32.69230254675009,11.341472556504193,3.689638,4.997984,440.682105,-668.053161,-112.671095,-1.839465,304.450858,24.024936134037944,-0.11497131100030476,5.9875474490869145,0.5378723342370773,0.0007430530211082065,0.005332251830140009,4012.483631791792
32.43232399767057,11.432386164171563,3.706849,5.038048,440.682105,-667.061459,-112.896213,-1.86222,297.837545,24.603961430294408,-0.11178319943620563,5.996448971878017,0.5376864409857074,0.0007272760928275209,0.005392055663148109,4103.088602217978
32.17644767421754,11.523299771838932,3.723988,5.078112,440.682105,-666.046169,-113.119992,-1.885203,291.389154,25.192437069047493,-0.10869133447934665,6.005589681576565,0.5375071324157266,0.0007119957068900727,0.005454877155881241,4194.831549403167
31.924577242325434,11.614213379506301,3.741054,5.118176,440.682105,-665.009186,-113.342452,-1.908421,285.100542,25.790344044380046,-0.10569255658606448,6.014954506207377,0.5373338170722164,0.0006971935039029054,0.0055207190774435085,4287.703924903281
31.67661936083164,11.705126987173667,3.75805,5.15824,440.682105,-663.952322,-113.563609,-1.931882,278.966762,26.397655411475917,-0.10278381870927869,6.024528972127007,0.5371663189187692,0.0006828519686087625,0.005589586810650955,4381.696151451325
31.43248356614315,11.796040594841037,3.774974,5.198304,440.682105,-662.877308,-113.783481,-1.955594,272.983061,27.014336079374843,-0.09996218197236999,6.034299185875888,0.5370043488742149,0.0006689543834278085,0.005661488186538102,4476.797594425818
31.192082162195593,11.886954202508406,3.79183,5.238368,440.682105,-661.785794,-114.002086,-1.979564,267.144864,27.640342612294972,-0.09722481152159954,6.044251835360491,0.5368476271955469,0.0006554847868241742,0.005736433553573587,4572.996520527416
30.95533011542371,11.977867810175773,3.808616,5.278432,440.682105,-660.679355,-114.219441,-2.003799,261.447769,28.275623040425977,-0.09456897254923831,6.054374137360475,0.536696197781017,0.0006424279285927948,0.0058144356514483785,4670.280098142943
30.722144954478896,12.068781417843143,3.825335,5.318496,440.682105,-659.559492,-114.435562,-2.028307,255.88754,28.920116681104986,-0.09199202647992843,6.064653831105807,0.5365501705394404,0.0006297692326633582,0.0058955095626589795,4768.634366692582
30.49244667444541,12.159695025510509,3.841987,5.35856,440.682105,-658.427635,-114.650466,-2.053096,250.460099,29.57375397128874,-0.08949142731315243,6.07507915429461,0.5364087425978492,0.0006174947603300831,0.005979672675683954,4868.044221346875
30.266157645321517,12.250608633177878,3.858573,5.398624,440.682105,-657.285144,-114.864167,-2.078174,245.161516,30.236456312238452,-0.08706471811500012,6.085638838050477,0.5362721421204419,0.0006055911775483734,0.006066944721110329,4968.493385309839
30.043202524545663,12.341522240845247,3.875093,5.438688,440.682105,-656.133315,-115.076683,-2.103549,239.988008,30.908135927325652,-0.08470952765274681,6.096322056135802,0.5361400925589788,0.0005940457197945929,0.006157347604360018,5069.964421616695
